"ID","Outcome Date","Animal ID","Name","Outcome Status","Euthanasia Reason","Type","Sex","Spayed/Neutered","Primary Breed","Primary Color","Secondary Color","Date of Birth","Intake Date","Days in Shelter","Timestamp"
"17611","2025-05-29T14:53:00","8469",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Blue","Grey Tabby","2025 May 27 12:00:00 AM","2025 May 29 12:21:00 PM","356","2026 May 20 04:06:56 PM"
"17612","2025-05-29T14:53:00","8470",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Brown Tabby",,"2025 May 27 12:00:00 AM","2025 May 29 12:21:00 PM","356","2026 May 20 04:06:56 PM"
"17616","2025-05-29T15:16:00","8309",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Orange Tabby",,"2025 May 06 12:00:00 AM","2025 May 27 01:11:00 PM","358","2026 May 20 04:06:56 PM"
"17617","2025-05-29T15:16:00","8328",,"Transfer Out",,"Cat","Female","Unknown","Domestic Shorthair","Blue","White","2025 May 06 12:00:00 AM","2025 May 27 02:35:00 PM","358","2026 May 20 04:06:56 PM"
"17618","2025-05-29T15:16:00","8386",,"Transfer Out",,"Cat","Male","Unknown","Domestic Shorthair","Orange Tabby",,"2025 May 14 12:00:00 AM","2025 May 28 12:03:00 PM","357","2026 May 20 04:06:56 PM"
"17619","2025-05-29T15:16:00","8387",,"Transfer Out",,"Cat","Male","Unknown","Domestic Shorthair","Orange Tabby",,"2025 May 14 12:00:00 AM","2025 May 28 12:03:00 PM","357","2026 May 20 04:06:56 PM"
"17620","2025-05-29T15:16:00","8388",,"Transfer Out",,"Cat","Male","Unknown","Domestic Shorthair","Orange Tabby",,"2025 May 14 12:00:00 AM","2025 May 28 12:03:00 PM","357","2026 May 20 04:06:56 PM"
"17621","2025-05-29T15:16:00","8389",,"Transfer Out",,"Cat","Female","Unknown","Domestic Shorthair","Orange Tabby",,"2025 May 14 12:00:00 AM","2025 May 28 12:03:00 PM","357","2026 May 20 04:06:56 PM"
"17622","2025-05-29T15:16:00","8390",,"Transfer Out",,"Cat","Female","Unknown","Domestic Shorthair","Tortoiseshell",,"2025 May 17 12:00:00 AM","2025 May 28 12:03:00 PM","357","2026 May 20 04:06:56 PM"
"17623","2025-05-29T15:16:00","8391",,"Transfer Out",,"Cat","Female","Unknown","Domestic Shorthair","Black",,"2025 May 17 12:00:00 AM","2025 May 28 12:03:00 PM","357","2026 May 20 04:06:56 PM"
"17624","2025-05-29T15:16:00","8392",,"Transfer Out",,"Cat","Female","Unknown","Domestic Shorthair","Tortoiseshell",,"2025 May 17 12:00:00 AM","2025 May 28 12:03:00 PM","357","2026 May 20 04:06:56 PM"
"17625","2025-05-29T15:16:00","8393",,"Transfer Out",,"Cat","Male","No","Domestic Medium Hair","Orange Tabby",,"2025 May 26 12:00:00 AM","2025 May 28 12:31:00 PM","357","2026 May 20 04:06:56 PM"
"17626","2025-05-29T15:16:00","8394",,"Transfer Out",,"Cat","Male","No","Domestic Medium Hair","Orange Tabby",,"2025 May 26 12:00:00 AM","2025 May 28 12:31:00 PM","357","2026 May 20 04:06:56 PM"
"17627","2025-05-29T15:16:00","8396",,"Transfer Out",,"Cat","Male","Unknown","Domestic Shorthair","Cream",,"2025 May 14 12:00:00 AM","2025 May 28 12:41:00 PM","357","2026 May 20 04:06:56 PM"
"17628","2025-05-29T15:16:00","8398",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Tortoiseshell",,"2025 May 14 12:00:00 AM","2025 May 28 12:41:00 PM","357","2026 May 20 04:06:56 PM"
"17629","2025-05-29T15:18:00","8224",,"Transfer Out",,"Dog","Unknown","Unknown","Labrador Retriever","Black",,"2025 May 23 12:00:00 AM","2025 May 25 04:50:00 PM","360","2026 May 20 04:06:52 PM"
"17630","2025-05-29T15:18:00","8226",,"Transfer Out",,"Dog","Unknown","Unknown","Labrador Retriever","Black",,"2025 May 23 12:00:00 AM","2025 May 25 04:50:00 PM","360","2026 May 20 04:06:52 PM"
"17631","2025-05-29T15:18:00","8227",,"Transfer Out",,"Dog","Unknown","Unknown","Labrador Retriever","Black",,"2025 May 23 12:00:00 AM","2025 May 25 04:50:00 PM","360","2026 May 20 04:06:52 PM"
"17632","2025-05-29T15:18:00","8228",,"Transfer Out",,"Dog","Unknown","Unknown","Labrador Retriever","Black",,"2025 May 23 12:00:00 AM","2025 May 25 04:50:00 PM","360","2026 May 20 04:06:52 PM"
"17633","2025-05-29T15:18:00","8229",,"Transfer Out",,"Dog","Unknown","Unknown","Labrador Retriever","Black",,"2025 May 23 12:00:00 AM","2025 May 25 04:50:00 PM","360","2026 May 20 04:06:52 PM"
"17634","2025-05-29T15:18:00","8230",,"Transfer Out",,"Dog","Unknown","Unknown","Labrador Retriever","Black",,"2025 May 23 12:00:00 AM","2025 May 25 04:50:00 PM","360","2026 May 20 04:06:52 PM"
"17635","2025-05-29T15:18:00","8231",,"Transfer Out",,"Dog","Unknown","Unknown","Labrador Retriever","Black",,"2025 May 23 12:00:00 AM","2025 May 25 04:50:00 PM","360","2026 May 20 04:06:56 PM"
"17636","2025-05-29T15:21:00","8234",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2025 May 18 12:00:00 AM","2025 May 25 05:45:00 PM","360","2026 May 20 04:06:52 PM"
"17637","2025-05-29T15:21:00","8235",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2025 May 18 12:00:00 AM","2025 May 25 05:45:00 PM","360","2026 May 20 04:06:52 PM"
"17638","2025-05-29T15:21:00","8236",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2025 May 18 12:00:00 AM","2025 May 25 05:45:00 PM","360","2026 May 20 04:06:52 PM"
"17639","2025-05-29T15:21:00","8237",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2025 May 18 12:00:00 AM","2025 May 25 05:45:00 PM","360","2026 May 20 04:06:52 PM"
"17869","2025-05-29T15:22:00","7615",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Silver","White","2024 May 15 12:00:00 AM","2025 May 15 03:10:00 PM","370","2026 May 20 04:06:52 PM"
"17870","2025-05-29T15:22:00","8308",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby",,"2023 May 27 12:00:00 AM","2025 May 27 01:01:00 PM","358","2026 May 20 04:06:52 PM"
"17871","2025-05-29T15:22:00","8254",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby","Brown","2023 May 26 12:00:00 AM","2025 May 26 12:41:00 PM","359","2026 May 20 04:06:52 PM"
"17872","2025-05-29T15:22:00","7865","*gwen","Transfer Out",,"Cat","Female","No","Domestic Shorthair","Brown Tabby",,"2023 May 19 12:00:00 AM","2025 May 19 12:56:00 PM","366","2026 May 20 04:06:52 PM"
"17873","2025-05-29T15:22:00","7689","Rootie Tootie","Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Blue","White",,"2025 May 16 01:56:00 PM","369","2026 May 20 04:06:52 PM"
"17874","2025-05-29T15:22:00","7622","John Boy","Transfer Out",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby","White","2022 May 15 12:00:00 AM","2025 May 15 03:50:00 PM","370","2026 May 20 04:06:52 PM"
"17648","2025-05-29T16:08:46","7953","*merle","Adopted",,"Dog","Male","Yes","Great Pyrenees","White",,"2023 May 20 12:00:00 AM","2025 May 20 02:52:00 PM","365","2026 May 20 04:06:52 PM"
"17654","2025-05-29T16:16:00","6761",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2025 Mar 30 12:00:00 AM","2025 Apr 30 12:00:00 AM","385","2026 May 20 04:06:52 PM"
"17659","2025-05-29T16:38:26","7967","Fern","Adopted",,"Dog","Female","yes","Labrador Retriever","Brown","Black","2024 May 20 12:00:00 AM","2025 May 20 04:25:00 PM","365","2026 May 20 04:06:52 PM"
"17662","2025-05-29T16:45:38","7197","Milo","Adopted",,"Dog","Male","yes","Poodle - Standard","Tan",,"2023 May 09 12:00:00 AM","2025 May 09 10:37:00 AM","376","2026 May 20 04:06:52 PM"
"17665","2025-05-29T16:52:58","7151",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2025 Mar 19 12:00:00 AM","2025 May 14 04:13:00 PM","371","2026 May 20 04:06:52 PM"
"17666","2025-05-29T16:59:01","6638","Blake","Adopted",,"Cat","Female","yes","Domestic Shorthair","Orange Tabby",,"2023 Apr 21 12:00:00 AM","2025 Apr 21 12:00:00 AM","394","2026 May 20 04:06:52 PM"
"17667","2025-05-29T17:01:57","7571","Daphne","Adopted",,"Dog","Female","Yes","Australian Cattle Dog","Blue","Ticked","2024 Dec 15 12:00:00 AM","2025 May 15 10:01:00 AM","370","2026 May 20 04:06:52 PM"
"17668","2025-05-29T17:03:00","8457","Toby","Reclaimed",,"Dog","Male","Yes","Plott Hound","Brown Brindle","Brown Brindle","2023 Nov 29 12:00:00 AM","2025 May 29 11:36:00 AM","356","2026 May 20 04:06:52 PM"
"17678","2025-05-29T17:28:04","6969","Cinnabun","Adopted",,"Dog","Female","Yes","American Pit Bull Terrier","Black Brindle","Black","2024 Sep 06 12:00:00 AM","2025 May 02 10:01:00 PM","383","2026 May 20 04:06:52 PM"
"17681","2025-05-29T17:32:02","8015","Birdie","Adopted",,"Dog","Female","yes","Labrador Retriever","Black","White","2025 Mar 16 12:00:00 AM","2025 May 21 01:42:00 PM","364","2026 May 20 04:06:52 PM"
"17682","2025-05-29T17:39:00","8038",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby","White","2025 Mar 23 12:00:00 AM","2025 May 21 05:07:00 PM","364","2026 May 20 04:06:52 PM"
"17690","2025-05-29T17:51:00","8054","Romeo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2025 Mar 22 12:00:00 AM","2025 May 22 11:08:00 AM","363","2026 May 20 04:06:52 PM"
"17701","2025-05-29T18:44:24","8097","*saturn","Adopted",,"Cat","Female","yes","Domestic Shorthair","Orange Tabby","White","2023 May 22 12:00:00 AM","2025 May 22 05:14:00 PM","363","2026 May 20 04:06:52 PM"
"17709","2025-05-29T19:20:00","8170",,"Adopted",,"Dog","Female","Yes","Poodle - Standard","Black","White","2023 May 23 12:00:00 AM","2025 May 23 09:30:00 PM","362","2026 May 20 04:06:52 PM"
"17711","2025-05-29T19:25:00","8482",,"Transfer Out",,"Bird (wildlife)","Unknown","Unknown","Dove","Grey","White","2023 May 29 12:00:00 AM","2025 May 29 02:02:00 PM","356","2026 May 20 04:06:52 PM"
"17712","2025-05-29T19:26:00","8050",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Grey Tabby",,"2025 Mar 22 12:00:00 AM","2025 May 22 11:08:00 AM","363","2026 May 20 04:06:52 PM"
"17713","2025-05-29T20:27:00","8492",,"Euthanized","Agonal","Mammal","Unknown","Unknown","Bat - Little Brown Myotis","Brown","Brown","2024 May 29 12:00:00 AM","2025 May 29 03:08:00 PM","356","2026 May 20 04:06:52 PM"
"17783","2025-05-30T11:56:00","7972",,"Unassisted Death - In Foster",,"Kitten","Unknown","Unknown","Domestic Shorthair","White","Brown Tabby","2025 Apr 22 12:00:00 AM","2025 May 20 04:40:00 PM","365","2026 May 20 04:06:52 PM"
"17784","2025-05-30T11:58:00","7973",,"Unassisted Death - In Foster",,"Kitten","Unknown","Unknown","Domestic Shorthair","White","Black","2025 Apr 22 12:00:00 AM","2025 May 20 04:40:00 PM","365","2026 May 20 04:06:52 PM"
"17786","2025-05-30T12:03:45","6404","SARA","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie",,"2024 Apr 11 12:00:00 AM","2025 Apr 01 12:00:00 AM","414","2026 May 20 04:06:52 PM"
"17799","2025-05-30T12:32:00","7453","Kano","Reclaimed",,"Dog","Male","Yes","American Pit Bull Terrier","Blue Merle","White","2023 May 14 12:00:00 AM","2025 May 14 12:43:00 AM","371","2026 May 20 04:06:52 PM"
"17805","2025-05-30T12:54:00","7646",,"Transfer Out",,"Bird (wildlife)","Unknown","Unknown","Dove","Brown","Brown","2025 May 09 12:00:00 AM","2025 May 16 09:52:00 AM","369","2026 May 20 04:06:52 PM"
"17815","2025-05-30T13:30:00","8175",,"Transfer Out",,"Dog","Unknown","Unknown","Chihuahua - Smooth","Brown","White",,"2025 May 24 08:28:00 AM","361","2026 May 20 04:06:52 PM"
"17834","2025-05-30T14:11:00","6269","Reggie","Adopted",,"Dog","Male","Yes","German Shepherd","Brown","Black","2016 Feb 28 12:00:00 AM","2025 Mar 28 12:00:00 AM","418","2026 May 20 04:06:52 PM"
"17837","2025-05-30T14:35:00","8055",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","White","Grey","2025 Jan 22 12:00:00 AM","2025 May 22 11:08:00 AM","363","2026 May 20 04:06:52 PM"
"17838","2025-05-30T14:39:00","6524","Dakota","Transfer Out",,"Dog","Female","No","German Shepherd","White","Black","2021 Apr 12 12:00:00 AM","2025 Apr 12 12:00:00 AM","403","2026 May 20 04:06:52 PM"
"17839","2025-05-30T14:39:00","6335","Oksana","Transfer Out",,"Dog","Female","No","Siberian Husky","Black","White","2021 May 01 12:00:00 AM","2025 May 01 12:00:00 AM","384","2026 May 20 04:06:52 PM"
"17840","2025-05-30T14:39:00","8098","*saturn","Transfer Out",,"Cat","Male","Yes","Domestic Long Hair","Cream Ginger Tabby","White","2023 May 22 12:00:00 AM","2025 May 22 05:16:00 PM","363","2026 May 20 04:06:52 PM"
"17841","2025-05-30T14:39:00","8099","Giles","Transfer Out",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2023 May 22 12:00:00 AM","2025 May 22 05:23:00 PM","363","2026 May 20 04:06:52 PM"
"17842","2025-05-30T14:39:00","8215",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Tabby","Brown","2017 May 25 12:00:00 AM","2025 May 25 01:20:00 PM","360","2026 May 20 04:06:52 PM"
"17877","2025-05-30T15:27:00","8566","Drako","Redemption (Offsite)",,"Dog","Male","Yes","Mountain Cur","Brown Brindle","White",,"2025 May 30 12:47:00 PM","355","2026 May 20 04:06:52 PM"
"17878","2025-05-30T15:28:00","8212",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Long Hair","Brown Tabby",,"2024 May 25 12:00:00 AM","2025 May 25 12:34:00 PM","360","2026 May 20 04:06:52 PM"
"17879","2025-05-30T15:29:00","8567","Gideon","Redemption (Offsite)",,"Dog","Male","Unknown","Catahoula Leopard Dog","Blue Merle","Tan",,"2025 May 30 12:47:00 PM","355","2026 May 20 04:06:52 PM"
"17888","2025-05-30T15:48:00","8048","Max","Adopted",,"Dog","Male","No","Chihuahua - Smooth","Brown",,"2014 Oct 01 12:00:00 AM","2025 May 22 10:32:00 AM","363","2026 May 20 04:06:52 PM"
"17890","2025-05-30T15:59:29","7326","Ronnie","Adopted",,"Cat","Male","Yes","Domestic Long Hair","Blue",,"2025 Mar 31 12:00:00 AM","2025 May 12 07:22:00 AM","373","2026 May 20 04:06:52 PM"
"17893","2025-05-30T16:16:42","7887","Gata","Adopted",,"Cat","Female","yes","Domestic Shorthair","Black","Tabby","2025 Mar 19 12:00:00 AM","2025 May 19 04:52:00 PM","366","2026 May 20 04:06:52 PM"
"17898","2025-05-30T16:39:11","6537","*merlin","Adopted",,"Cat","Male","yes","Domestic Medium Hair","Black",,"2024 Apr 14 12:00:00 AM","2025 Apr 14 12:00:00 AM","401","2026 May 20 04:06:52 PM"
"17905","2025-05-30T17:19:00","7602",,"Adopted",,"Cat","Female","Yes","Domestic Medium Hair","Black",,"2025 Apr 03 12:00:00 AM","2025 May 15 02:08:00 PM","370","2026 May 20 04:06:52 PM"
"17908","2025-05-30T17:25:23","7368",,"Adopted",,"Cat","Male","yes","Domestic Shorthair","Brown Tabby","Brown","2025 Mar 22 12:00:00 AM","2025 May 12 03:03:00 PM","373","2026 May 20 04:06:52 PM"
"17914","2025-05-30T17:52:00","8298",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2025 Mar 18 12:00:00 AM","2025 May 27 12:05:00 PM","358","2026 May 20 04:06:52 PM"
"17913","2025-05-30T17:52:19","6143","Blu","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","White","Brown","2020 Dec 12 12:00:00 AM","2024 Dec 12 12:00:00 AM","524","2026 May 20 04:06:52 PM"
"17916","2025-05-30T18:15:59","6439","*JULIA","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Cream Ginger Tabby",,"2024 Oct 02 12:00:00 AM","2025 Apr 02 12:00:00 AM","413","2026 May 20 04:06:52 PM"
"17917","2025-05-30T18:17:00","8166","Penn","Redemption (Offsite)",,"Dog","Male","Unknown","Golden Retriever","Brown",,"2023 May 23 12:00:00 AM","2025 May 23 09:30:00 PM","362","2026 May 20 04:06:52 PM"
"17918","2025-05-30T18:18:00","8169","*blondie","Redemption (Offsite)",,"Dog","Female","Unknown","Golden Retriever","Cream",,"2023 May 23 12:00:00 AM","2025 May 23 09:30:00 PM","362","2026 May 20 04:06:52 PM"
"17919","2025-05-30T18:23:00","8461","Bibiana","Redemption (Offsite)",,"Dog","Female","No","Fox Terrier - Wire-haired","White","Brown","2021 May 29 12:00:00 AM","2025 May 29 11:45:00 AM","356","2026 May 20 04:06:52 PM"
"17920","2025-05-30T18:25:55","7927","Luna","Adopted",,"Cat","Female","yes","Domestic Shorthair","Seal Point",,"2025 Mar 11 12:00:00 AM","2025 May 20 11:34:00 AM","365","2026 May 20 04:06:52 PM"
"17923","2025-05-30T18:26:00","8056",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","White","2025 Jan 22 12:00:00 AM","2025 May 22 11:08:00 AM","363","2026 May 20 04:06:52 PM"
"17926","2025-05-30T18:41:00","8357",,"Transfer Out",,"Dog","Male","No","Chow Chow","Cream",,"2021 May 28 12:00:00 AM","2025 May 30 06:37:00 PM","355","2026 May 20 04:06:52 PM"
"17927","2025-05-30T18:46:50","6739","MEEBLE","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Blue","White","2017 Oct 29 12:00:00 AM","2025 Apr 29 12:00:00 AM","386","2026 May 20 04:06:52 PM"
"17929","2025-05-30T18:50:00","8168",,"Adopted",,"Dog","Female","yes","Golden Retriever","Brown",,"2023 May 23 12:00:00 AM","2025 May 23 09:30:00 PM","362","2026 May 20 04:06:52 PM"
"17930","2025-05-30T18:56:32","6440","*CAESAR","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2024 Oct 02 12:00:00 AM","2025 Apr 02 12:00:00 AM","413","2026 May 20 04:06:52 PM"
"17933","2025-05-30T21:07:00","7126","Duncan","Reclaimed",,"Dog","Male","No","Doberman Pinscher","Black","Brown","2022 May 08 12:00:00 AM","2025 May 08 09:07:00 AM","377","2026 May 20 04:06:52 PM"
"17971","2025-05-31T10:53:00","6835",,"Euthanized","Agonal","Puppy","Unknown","No","Boxer","Brown",,"2025 May 03 12:00:00 AM","2025 May 01 12:00:00 AM","384","2026 May 20 04:06:52 PM"
"17988","2025-05-31T11:44:12","6722","Ash","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Grey",,"2025 Mar 22 12:00:00 AM","2025 Apr 28 12:00:00 AM","387","2026 May 20 04:06:52 PM"
"17991","2025-05-31T11:47:44","6830","Dax","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Blue",,"2025 Mar 27 12:00:00 AM","2025 May 03 12:00:00 AM","382","2026 May 20 04:06:52 PM"
"17993","2025-05-31T11:56:06","6402","Felix","Adopted",,"Cat","Male","Yes","Domestic Shorthair","BLUE TABBY",,"2024 Sep 27 12:00:00 AM","2025 Mar 27 12:00:00 AM","419","2026 May 20 04:06:52 PM"
"17995","2025-05-31T12:03:00","8310",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Brown Tabby",,"2025 May 06 12:00:00 AM","2025 May 27 01:11:00 PM","358","2026 May 20 04:06:52 PM"
"17996","2025-05-31T12:03:00","8311",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby",,"2025 May 06 12:00:00 AM","2025 May 27 01:11:00 PM","358","2026 May 20 04:06:52 PM"
"17997","2025-05-31T12:03:00","8312",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby",,"2025 May 06 12:00:00 AM","2025 May 27 01:11:00 PM","358","2026 May 20 04:06:52 PM"
"17998","2025-05-31T12:03:00","8313",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby",,"2025 May 06 12:00:00 AM","2025 May 27 01:11:00 PM","358","2026 May 20 04:06:52 PM"
"18000","2025-05-31T12:13:00","8428","Cowboy","Transfer Out",,"Cat","Male","Unknown","Maine Coon","Blue",,"2021 Jul 28 12:00:00 AM","2025 May 28 04:20:00 PM","357","2026 May 20 04:06:52 PM"
"18018","2025-05-31T12:42:00","8356","Toby","Transfer Out",,"Dog","Male","No","Yorkshire Terrier","Tan","Grey","2023 May 27 12:00:00 AM","2025 May 27 06:31:00 PM","358","2026 May 20 04:06:52 PM"
"18022","2025-05-31T12:47:00","6720","Gemma","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2025 Mar 22 12:00:00 AM","2025 Apr 28 12:00:00 AM","387","2026 May 20 04:06:52 PM"
"18023","2025-05-31T12:47:00","6721","Ruby","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2025 Mar 22 12:00:00 AM","2025 Apr 28 12:00:00 AM","387","2026 May 20 04:06:52 PM"
"18024","2025-05-31T12:49:00","8036",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Orange Tabby","White","2025 Mar 22 12:00:00 AM","2025 May 21 05:07:00 PM","364","2026 May 20 04:06:52 PM"
"18029","2025-05-31T12:58:32","8037",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby","White","2025 Mar 15 12:00:00 AM","2025 May 21 05:07:00 PM","364","2026 May 20 04:06:52 PM"
"18040","2025-05-31T13:08:00","6074","Theo","Adopted",,"Dog","Male","Yes","Labrador Retriever","Black",,"2022 Jun 22 12:00:00 AM","2024 Aug 22 12:00:00 AM","636","2026 May 20 04:06:52 PM"
"18055","2025-05-31T13:48:16","6733","Fennec","Adopted",,"Dog","Male","Yes","German Shepherd","Black","Tri Color","2024 Oct 29 12:00:00 AM","2025 Apr 29 12:00:00 AM","386","2026 May 20 04:06:52 PM"
"18056","2025-05-31T13:50:17","6485",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2025 Feb 27 12:00:00 AM","2025 Apr 08 12:00:00 AM","407","2026 May 20 04:06:52 PM"
"18062","2025-05-31T14:15:12","6999","Nacho","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2022 May 06 12:00:00 AM","2025 May 06 12:35:00 PM","379","2026 May 20 04:06:52 PM"
"18067","2025-05-31T14:36:09","6755","*BUTTERFLY","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie",,"2024 Apr 29 12:00:00 AM","2025 Apr 29 12:00:00 AM","386","2026 May 20 04:06:52 PM"
"18068","2025-05-31T14:45:53","6668","Bounce","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2025 Mar 24 12:00:00 AM","2025 Apr 24 12:00:00 AM","391","2026 May 20 04:06:52 PM"
"18080","2025-05-31T15:01:36","6758","*LOVELY","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2024 Apr 29 12:00:00 AM","2025 Apr 29 12:00:00 AM","386","2026 May 20 04:06:52 PM"
"18492","2025-05-31T16:24:00","8651",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby","Black","2025 May 03 12:00:00 AM","2025 May 31 12:24:00 PM","354","2026 May 20 04:06:52 PM"
"18093","2025-05-31T16:28:31","7369",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby","Brown","2025 Mar 22 12:00:00 AM","2025 May 12 03:03:00 PM","373","2026 May 20 04:06:52 PM"
"18096","2025-05-31T17:01:44","6556","Lady Bug","Adopted",,"Dog","Female","Yes","Dachshund","Brown Brindle",,"2023 Apr 15 12:00:00 AM","2025 Apr 15 12:00:00 AM","400","2026 May 20 04:06:52 PM"
"18098","2025-05-31T17:05:00","8658",,"Euthanized","Injured","Cat","Unknown","Unknown","Domestic Shorthair","Black",,"2023 May 31 12:00:00 AM","2025 May 31 12:54:00 PM","354","2026 May 20 04:06:52 PM"
"18101","2025-05-31T17:24:24","6977","Drizzle","Adopted",,"Dog","Female","Yes","Labrador Retriever","Black","White","2024 Jul 06 12:00:00 AM","2025 May 06 10:35:00 AM","379","2026 May 20 04:06:52 PM"
"18105","2025-05-31T17:42:00","8025","Zora","Reclaimed",,"Cat","Female","Yes","Domestic Shorthair","Tortoiseshell","Orange","2023 May 21 12:00:00 AM","2025 May 21 02:43:00 PM","364","2026 May 20 04:06:52 PM"
"18106","2025-05-31T17:48:27","6497","BRUNO","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2023 Oct 09 12:00:00 AM","2025 Apr 09 12:00:00 AM","406","2026 May 20 04:06:52 PM"
"18111","2025-05-31T18:15:00","6870","*JAQ","Adopted",,"Rodent","Male","No","Mouse","Yellow","White","2025 Mar 01 12:00:00 AM","2025 May 01 12:00:00 AM","384","2026 May 20 04:06:52 PM"
"18112","2025-05-31T18:15:00","6871","*GUS","Adopted",,"Rodent","Male","No","Mouse","Brown","White","2025 Mar 01 12:00:00 AM","2025 May 01 12:00:00 AM","384","2026 May 20 04:06:52 PM"
"18113","2025-05-31T18:15:00","6872",,"Adopted",,"Rodent","Male","No","Mouse","Brown","White","2025 Mar 01 12:00:00 AM","2025 May 01 12:00:00 AM","384","2026 May 20 04:06:52 PM"
"18118","2025-05-31T18:49:26","7309","Lilith","Adopted",,"Cat","Female","Unknown","Domestic Shorthair","White","Black","2023 May 11 12:00:00 AM","2025 May 11 12:55:00 PM","374","2026 May 20 04:06:52 PM"
"18122","2025-05-31T19:01:00","8675",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby",,"2025 May 24 12:00:00 AM","2025 May 31 02:49:00 PM","354","2026 May 20 04:06:52 PM"
"18123","2025-05-31T19:01:00","8676",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Grey Tabby",,"2025 May 24 12:00:00 AM","2025 May 31 02:49:00 PM","354","2026 May 20 04:06:52 PM"
"18124","2025-05-31T19:01:00","8677",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Black Tortoiseshell",,"2025 May 24 12:00:00 AM","2025 May 31 02:49:00 PM","354","2026 May 20 04:06:52 PM"
"18125","2025-05-31T19:01:00","8672",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby","White","2025 May 17 12:00:00 AM","2025 May 31 02:06:00 PM","354","2026 May 20 04:06:52 PM"
"18126","2025-05-31T19:01:00","8667",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Black","Grey","2025 May 01 12:00:00 AM","2025 May 31 01:31:00 PM","354","2026 May 20 04:06:52 PM"
"18127","2025-05-31T19:01:00","8668",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Black","Grey","2025 May 01 12:00:00 AM","2025 May 31 01:31:00 PM","354","2026 May 20 04:06:52 PM"
"18128","2025-05-31T19:01:00","8669",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Black","Grey","2025 May 01 12:00:00 AM","2025 May 31 01:31:00 PM","354","2026 May 20 04:06:52 PM"
